title,mal_id,type,chapters,volumes,status,genres,score,rank,author,serializations
Natsu wo Oboeru,10965,Manga,4,,Finished,"['Drama', 'Romance', 'Slice of Life']",6.17,14782,"['Okado, Tatsuya']",Afternoon
Oyakusoku no Neverland,117065,Manga,15,1,Finished,['Comedy'],6.73,10771,"['Miyazaki, Shuuhei']",Shounen Jump+
Princess Tutu,1581,Manga,10,2,Finished,"['Drama', 'Fantasy']",6.08,14966,"['Shinonome, Mizuo', 'Satou, Junichi', 'Itou, Ikuko']",Champion RED
Strangers from Hell,133615,Manhwa,42,3,Finished,['Horror'],,27797,"['Kim, Yong-ki']",Naver Webtoon
Subarashiki Kono Sekai,7162,Manga,2,,Finished,"['Action', 'Comedy', 'Supernatural']",5.59,15429,"['Amano, Shiro', 'Nomura, Tetsuya']",Shounen Gangan
Super Danganronpa 2: Sayonara Zetsubou Gakuen,110059,Manga,21,3,On Hiatus,['Mystery'],7.34,3748,"['Spike Chunsoft', 'Kuroki, Q']",Famitsu Comic Clear
Transparent Cohabitation,112382,Manhwa,47,3,Finished,"['Drama', 'Romance', 'Supernatural']",7.66,1665,['Jeongseo'],Naver Webtoon
Color Recipe,90822,Manga,13,2,Finished,"['Boys Love', 'Erotica']",7.5,,['Harada'],CIEL
"Himekoi, Wakana-kun",59031,Manga,4,1,Finished,['Romance'],,35971,['Ishiko'],Bessatsu Friend
Kimi ga Shine: Tasuuketsu Death Game,121000,Manga,,,Publishing,"['Horror', 'Mystery']",7.25,4707,"['Ikegami, Tatsuya', 'Nankidai']",Shounen Ace
Bad Company,444,Manga,10,1,Finished,['Action'],7.52,2420,"['Fujisawa, Tooru']",Shounen Magazine (Weekly)
Book Club,3232,Manhwa,18,3,Finished,"['Horror', 'Mystery']",6.45,13487,"['Hee, Jo Ju', 'Seo, Yoon Young']",Wink
Choco Strawberry Vanilla,63499,Manga,7,1,Finished,"['Boys Love', 'Erotica']",7.18,,"['Psyche, Delico']",Reijin
Deathco,89190,Manga,46,7,Finished,['Action'],6.77,10274,"['Kaneko, Atsushi']",Comic Beam
Imomushi Shoujo to Comyushou Danshi,111983,Manga,8,1,Finished,"['Drama', 'Romance', 'Supernatural']",7.05,6964,['Sanzou'],Gene pixiv
Route End,104298,Manga,55,8,Finished,"['Mystery', 'Suspense']",7.1,6395,"['Nakagawa, Kaiji']",Shounen Jump+
Sekisei Inko,89296,Manga,48,5,Finished,['Fantasy'],6.88,9045,"['Wakui, Ken']",Young Magazine (Weekly)
Coy - Crush On You,4583,Manhwa,17,5,Finished,"['Boys Love', 'Comedy', 'Drama', 'Romance', 'Slice of Life']",7.15,5702,"['Lee, Kyung-ha']",Party
Denjin N,123028,Manga,37,4,Finished,"['Drama', 'Mystery', 'Sci-Fi', 'Suspense']",6.52,12948,"['Kuraishi, Yuu', 'Inabe, Kazu']",Comic Days
Hitsugikatsugi no Kuro.: Kaichu Tabi no Wa,4453,Manga,86,7,Finished,"['Adventure', 'Fantasy']",8.17,426,"['Kiyuzuki, Satoko']",Manga Time Kirara
Houkago Hokenshitsu,710,Manga,39,10,Finished,"['Drama', 'Horror', 'Mystery', 'Romance', 'Supernatural']",7.89,910,"['Mizushiro, Setona']",Princess
Kai Byoui Ramune,129659,Manga,27,5,Finished,['Supernatural'],7.28,4394,"['Aho, Toro']",Magazine pocket
Mushihime,91946,Manga,24,3,Finished,['Horror'],6.25,14492,"['Hokazono, Masaya', 'Satomi, Yuu']",Garaku no Mori
Nakittsura ni Hug,131428,Manga,6,1,Finished,"['Boys Love', 'Erotica']",7.07,,"['Kuroda, Kurota']",equal
Niichan,93844,Manga,6,1,Finished,"['Boys Love', 'Erotica']",6.98,,['Harada'],Canna
Ouji-sama to Haiiro no Hibi,30567,Manga,21,4,Finished,"['Drama', 'Romance']",6.98,7823,"['Yamanaka, Hiko']",ARIA
Satougashi no Dangan wa Uchinukenai: A Lollypop or A Bullet,14127,Manga,13,2,Finished,['Drama'],7.93,830,"['Sakuraba, Kazuki', 'Sugimoto, Iqura']",Dragon Age
Shingeki no Kyojin: Before the Fall,57795,Manga,73,17,Finished,"['Action', 'Drama', 'Fantasy', 'Supernatural']",7.43,3048,"['Shiki, Satoshi', 'Suzukaze, Ryou']",Shounen Sirius
Servamp,29887,Manga,,,Publishing,"['Action', 'Comedy', 'Drama', 'Supernatural']",7.61,1933,"['Tanaka, Strike']",Comic Gene
Golgo 13,1298,Manga,,,Publishing,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Mystery']",7.58,2100,"['Saitou, Takao', 'Koike, Kazuo']",Big Comic
GTO: Shonan 14 Days,14531,Manga,77,9,Finished,"['Action', 'Comedy', 'Drama', 'Ecchi']",8.24,340,"['Fujisawa, Tooru']",Shounen Magazine (Weekly)
Shinjuku Swan,19863,Manga,392,38,Finished,"['Action', 'Drama', 'Ecchi']",7.36,3573,"['Wakui, Ken']",Young Magazine (Weekly)
Bukiyou na Silent,1340,Manga,23,6,Finished,"['Boys Love', 'Comedy', 'Romance', 'Erotica']",7.98,,"['Takanaga, Hinako']",Magazine Be x Boy
Finder Series,769,Manga,,,Publishing,"['Action', 'Boys Love', 'Drama', 'Erotica']",8.26,,"['Yamane, Ayano']",Be x Boy GOLD
Hourou Inu to Mayoi Neko,130916,Manga,6,1,Finished,"['Boys Love', 'Erotica']",,,['Kyuugou'],Chara
Junjou Romantica,765,Manga,,,Publishing,"['Boys Love', 'Comedy', 'Drama', 'Romance', 'Erotica']",8.19,,"['Nakamura, Shungiku']",Emerald
Kachou Fuugetsu,28595,Manga,,,Publishing,"['Boys Love', 'Erotica']",7.55,,"['Shimizu, Yuki']",Dear+
Kare no Shousou to Koi ni Tsuite,86253,Manga,18,3,Finished,"['Boys Love', 'Drama', 'Romance', 'Erotica']",7.36,,"['Aomoto, Sari']",drap
Koisuru Boukun,1199,Manga,,,Publishing,"['Boys Love', 'Comedy', 'Romance', 'Erotica']",8.2,,"['Takanaga, Hinako']",GUSH
Kuchizuke wa Uso no Aji,41483,Manga,,,Publishing,"['Boys Love', 'Erotica']",7.76,,"['Sagami, Waka']",GUSH
Love Stage!!,25081,Manga,40,7,Finished,"['Boys Love', 'Comedy', 'Romance', 'Slice of Life', 'Erotica']",7.89,,"['Tsuda, Mikiyo', 'Eiki, Eiki']",Asuka Ciel
Loved Circus,95931,Manga,7,1,Finished,"['Boys Love', 'Comedy', 'Drama', 'Romance', 'Slice of Life', 'Erotica']",6.9,,"['Asada, Nemui']",Canna
Omairi desu yo,44171,Manga,,,Publishing,"['Boys Love', 'Romance']",7.85,1007,"['Yamamoto, Kotetsuko']",GUSH
On or Off,131812,Manhwa,,,Publishing,"['Boys Love', 'Erotica']",7.91,,['A1'],Kakao
Ousama no Koiasobi,94010,Manga,11,2,Finished,"['Boys Love', 'Erotica']",7.25,,"['Fujitani, Youko']",drap
Sekaiichi Hatsukoi: Onodera Ritsu no Baai,10573,Manga,,,Publishing,"['Boys Love', 'Comedy', 'Drama', 'Romance', 'Erotica']",8.4,,"['Nakamura, Shungiku']",Emerald
Abiru Junjou,2335,Manga,6,1,Finished,"['Boys Love', 'Erotica']",7.19,,"['Ougi, Yuzuha']",GUSH
Aiso Tsukashi,16078,Manga,7,1,Finished,"['Boys Love', 'Drama', 'Erotica']",7.41,,"['Yamada, Yugi', 'Aida, Saki']",HertZ
Akuma wa Hohoemu,19638,Manga,5,1,Finished,"['Boys Love', 'Comedy', 'Erotica']",7.02,,"['Madarame, Hiro']",Comic Magazine LYNX
Aozora no Sunda Iro wa,13163,Manga,6,1,Finished,"['Boys Love', 'Romance']",7.47,2758,"['Tenzen, Momoko']",Craft
Bi no Isu,10363,Manga,5,1,Finished,"['Action', 'Boys Love', 'Drama', 'Erotica']",7.24,,"['Ike, Reibun']",b-Boy Phoenix
Castle Mango,17639,Manga,12,2,Finished,"['Boys Love', 'Drama', 'Romance', 'Erotica']",7.93,,"['Konohara, Narise', 'Ogura, Muku']",Cab
Deadlock,36603,Manga,19,4,Finished,"['Action', 'Boys Love', 'Drama', 'Mystery', 'Erotica']",7.74,,"['Aida, Saki', 'Takashina, Yuu']",Chara
End Love,45707,Manga,6,1,Finished,"['Boys Love', 'Erotica']",7.11,,['Kakine'],drap
"Hanamachi Monogatari: Hatsuzakura Mau, Yoru no Shitone",54175,Manga,6,1,Finished,"['Boys Love', 'Drama', 'Erotica']",6.53,,"['Samamiya, Akaza']",GUSH
Hanayome wa Okusan,68035,Manga,2,,Finished,"['Boys Love', 'Drama', 'Romance', 'Erotica']",6.8,,"['Shimizu, Yuki']",Dear+
Hello Again,88234,Manga,6,1,Finished,['Boys Love'],7.2,5167,"['Ichikawa, Kei']",CIEL
Hinekure Chaser,90635,Manga,6,1,Finished,"['Boys Love', 'Romance', 'Erotica']",7.2,,['Panco.'],gateau
Hisho Ikuseichuu,10862,Manga,18,2,Finished,"['Boys Love', 'Erotica']",7.21,,"['Sakura, Sakuya']",drap
Hitomi no Dokusenyoku,32455,Manga,7,1,Finished,"['Boys Love', 'Erotica']",7.2,,"['Narusaka, Rin']",Magazine Be x Boy
Hitsuji no Kawa wo Kita Kemono,126852,Manga,8,1,Finished,"['Boys Love', 'Drama', 'Mystery', 'Erotica']",6.93,,['Kyuugou'],Chara
Houtou Musuko to Koi no Ana,125944,Manga,7,1,Finished,"['Boys Love', 'Erotica']",7.07,,['Kyuugou'],Chara
Itoshii Akuma,16728,Manga,8,1,Finished,"['Boys Love', 'Comedy', 'Erotica']",7.3,,"['Madarame, Hiro']",Comic Magazine LYNX
Kamisama no Iutoori.,63443,Manga,6,1,Finished,"['Boys Love', 'Fantasy', 'Erotica']",7.65,,"['Moegi, Yuu']",drap
Kareo ni Mizu wo,25241,Manga,8,2,Finished,"['Boys Love', 'Erotica']",7.33,,"['Arai, Sachi']",Chara
Katekyo!,11716,Manga,26,4,Finished,"['Boys Love', 'Comedy', 'Romance', 'Erotica']",8.09,,"['Moegi, Yuu']",drap
Katekyo! Brap dj - Kemomimi,28921,Doujinshi,1,,Finished,"['Boys Love', 'Comedy', 'Romance', 'Erotica']",7.58,,"['Moegi, Yuu']",drap
Katekyo! Special Booklets,35207,Manga,2,1,Finished,"['Boys Love', 'Comedy', 'Romance', 'Erotica']",7.84,,"['Moegi, Yuu']",drap
"Kichiku, Encount",88327,Manga,7,1,Finished,"['Boys Love', 'Comedy', 'Erotica']",7.19,,['Owal'],Qpa
Kiraboshi Dial,17396,Manga,6,1,Finished,"['Boys Love', 'Erotica']",7.85,,"['Natsume, Isaku']",Magazine Be x Boy
Kirakira no Hibi,54337,Manga,7,1,Finished,"['Boys Love', 'Erotica']",7.39,,"['Sagami, Waka']",Chara Selection
Kirepapa,1997,Manga,,4,Finished,"['Boys Love', 'Comedy', 'Erotica']",7.35,,"['Takagi, Ryo']",drap
Koi Tomo!?,44439,Manga,7,1,Finished,"['Boys Love', 'Romance', 'Erotica']",7.54,,"['Moegi, Yuu']",drap
Konomi ja Nakato,110743,Manga,12,2,Finished,"['Boys Love', 'Comedy', 'Erotica']",7.35,,"['Mita, Homuro']",Chara
Koujitsusei no Tobira,17668,Manga,6,1,Finished,"['Boys Love', 'Drama', 'Slice of Life', 'Erotica']",7.78,,['SHOOWA'],Hanaoto DX
Kuroneko Kareshi no Amaekata,52047,Manga,6,1,Finished,"['Boys Love', 'Drama', 'Supernatural', 'Erotica']",7.83,,"['Ukyou, Ayane']",Dear+
Love Nest,115103,Manga,13,2,Finished,"['Boys Love', 'Drama', 'Erotica']",7.94,,"['Minazuki, Yuu']",Dear+
Milk Tea,138049,Manga,6,1,Finished,"['Boys Love', 'Erotica']",,,['Panda'],iHertZ
Moujuu School Days,86239,Manga,6,1,Finished,"['Boys Love', 'Erotica']",6.62,,"['Kamon, Saeko']",Magazine Be x Boy
Neon Sign Amber,93610,Manga,6,1,Finished,"['Boys Love', 'Erotica']",7.86,,"['Ogeretsu, Tanaka']",Dear+
Oboreru Hitomi,50235,Manga,7,1,Finished,"['Boys Love', 'Romance', 'Erotica']",6.96,,"['Hino, Garasu']",GUSH
Oita ga Sugiruwa Koneko-chan,95089,Manga,6,1,Finished,"['Boys Love', 'Erotica']",7.29,,"['Takagi, Shigeyoshi']",ihr hertZ
Ore ni Koishite Dousunda,10801,Manga,4,,Finished,"['Boys Love', 'Comedy', 'Drama', 'Romance', 'Erotica']",7.86,,"['Yoneda, Kou']",RuTile
"Oshioki da yo, Shiba-kun",66675,One-shot,1,,Finished,"['Boys Love', 'Comedy', 'Romance', 'Erotica']",6.78,,"['Hidaka, Haru']",Fig
Overdose,2115,Manga,4,1,Finished,"['Boys Love', 'Drama', 'Erotica']",7.01,,"['Kawai, Touko']",Magazine Be x Boy
Parallel Lines,42365,Manga,5,1,Finished,"['Boys Love', 'Comedy', 'Drama', 'Romance']",7.1,6388,"['Yukue, Moegi']",GUSH
Porno Superstar,31487,Manga,6,1,Finished,"['Boys Love', 'Erotica']",7.22,,['Nanami'],Daria
Rutta to Kodama,21277,Manga,21,3,Finished,"['Boys Love', 'Erotica']",8.15,,"['Fujitani, Youko']",CIEL TrèsTrès
Sabaku no Ouji-sama,14452,Manga,5,1,Finished,"['Boys Love', 'Comedy', 'Romance', 'Erotica']",6.75,,"['Sakurai, Shushushu']",Reijin
Scarlet,13091,Manga,6,1,Finished,"['Boys Love', 'Drama', 'Erotica']",7.33,,"['Madarame, Hiro']",Comic Magazine LYNX
Secret XXX,100396,Manga,6,1,Finished,"['Boys Love', 'Romance', 'Slice of Life', 'Erotica']",7.72,,"['Hinohara, Meguru']",Dear+
Seitokaichou-sama no Pet,19119,Manga,5,1,Finished,"['Boys Love', 'Erotica']",6.56,,"['Kojima, Katsura']",drap
Sick,88315,Manga,7,1,Finished,"['Boys Love', 'Erotica']",7.36,,"['Kurahashi, Tomo']",Qpa
Sore wo Koigokoro to Yobu no nara,88235,Manga,6,1,Finished,['Boys Love'],7.32,3962,"['Ichikawa, Kei']",Magazine Be x Boy
Sugar Code,19265,Manga,5,1,Finished,"['Boys Love', 'Erotica']",7.52,,"['Natsume, Isaku']",Dear+
"Takane no Hana wa, Chirasaretai",117481,Manga,11,2,Finished,"['Boys Love', 'Erotica']",6.94,,"['Ukyou, Ayane']",Dear+
"Yume Musubi, Koi Musubi",5107,Manga,22,4,Finished,"['Boys Love', 'Erotica']",7.99,,"['Sakuragi, Yaya']",Asuka Ciel
Akuma ni Kiss wo,71051,Manga,11,1,Finished,"['Boys Love', 'Erotica']",6.69,,"['Madarame, Hiro']",Lynx
"Asanaga Fuugetsu, Shodouka desu.",50105,Manga,6,1,Finished,"['Boys Love', 'Erotica']",6.38,,"['Kitazawa, Kyou']",Hanaoto
Between the Sheets,71969,Manga,6,1,Finished,"['Boys Love', 'Erotica']",6.86,,"['Hashimoto, Aoi']",Cheri+
Bitch na Neko wa Koukishin ni Katenai,91897,Manga,7,1,Finished,"['Boys Love', 'Romance', 'Erotica']",7.11,,"['Tennouji, Mio']",GUSH
Datte Maou-sama wa Kare ga Kirai,76801,Manga,,,Publishing,"['Boys Love', 'Comedy', 'Erotica']",7.41,,"['Yamada, Nichoume']",drap
End Game,24653,Manga,13,2,Finished,"['Boys Love', 'Drama', 'Erotica']",7.23,,"['Yamanaka, Hiko']",Dear+
Futari no Musuko ni Nerawareteimasu,54389,Manga,,4,Finished,"['Boys Love', 'Drama', 'Romance', 'Erotica']",6.9,,"['Kamon, Saeko']",Cheri+
Gives,41427,Manga,7,1,Finished,"['Boys Love', 'Drama', 'Romance', 'Erotica']",6.48,,"['Yamanaka, Hiko']",Dear+
Haisha nante Kirai da!,75643,Manga,6,1,Finished,"['Boys Love', 'Romance', 'Erotica']",6.89,,"['Aiba, Kyouko']",CIEL TrèsTrès
Hanazono no Kioku,61503,Manga,7,1,Finished,"['Boys Love', 'Drama', 'Erotica']",7.41,,"['Hino, Garasu']",Magazine Be x Boy
Hatsukoi no Kanata,49775,Manga,4,1,Finished,"['Boys Love', 'Erotica']",6.66,,"['Mito, Hitomi']",GUSH
Ikenai Mousou Fudanshi,70215,Manga,6,1,Finished,"['Boys Love', 'Comedy', 'Romance', 'Erotica']",6.78,,"['Yamada, Mario']",Pureri
Katappashi kara Zenbu Koi,83637,Manga,7,1,Finished,"['Boys Love', 'Comedy', 'Romance', 'Erotica']",7.13,,['Kakine'],Junk! Boy
Kiss made Ato 3 cm,62485,Manga,7,1,Finished,"['Boys Love', 'Romance']",7.23,4906,"['Chidori, Peko']",drap
Koi nanka Shitakunai,68813,Manga,9,2,Finished,"['Boys Love', 'Romance', 'Erotica']",7.56,,"['Itsuki, Kaname', 'Tsukimura, Kei']",Craft
Koi wo Hitokuchi,89183,Manga,6,1,Finished,"['Boys Love', 'Comedy', 'Romance', 'Erotica']",6.99,,"['Yamada, Papiko']",Boys Capi!
Kouun no Rihatsushi,2859,Manga,,,Publishing,"['Boys Love', 'Erotica']",7.76,,"['Nagato, Saichi']",Chara
Kyouju to Shitsuji no Shizuka na Seikatsu,50065,Manga,13,2,Finished,"['Boys Love', 'Drama', 'Romance', 'Erotica']",7.21,,"['Kanai, Kei']",drap
Leopard Hakusho,18008,Manga,,,Publishing,"['Boys Love', 'Erotica']",7.53,,"['Ougi, Yuzuha']",Dear+
Mauri to Ryuu,52251,Manga,13,2,Finished,"['Boys Love', 'Fantasy', 'Erotica']",7.59,,"['Moto, Haruhira']",Be x Boy GOLD
Michi to no Souguu,85879,Manga,11,1,Finished,"['Boys Love', 'Comedy', 'Romance', 'Slice of Life', 'Erotica']",6.66,,['Koshino'],Magazine Be x Boy
Nirameba Koi,84939,Manga,12,2,Finished,"['Boys Love', 'Erotica']",7.68,,"['Yukue, Moegi']",GUSH
Omae wa Hitsuji.,91207,Manga,6,1,Finished,"['Boys Love', 'Erotica']",7.24,,"['Takasaki, Bosco']",CIEL
Play Zone - Nikushoku Kareshi to Kaikan Tenshi,30585,Manga,9,1,Finished,"['Boys Love', 'Erotica']",6.76,,"['Ootsuki, Miu']",BOY'S Pierce
"Puchitto Hajiketa,",43465,Manga,6,1,Finished,"['Boys Love', 'Erotica']",7.92,,"['Kanda, Neko']",drap
Seitokaichou ni Chuukoku,3269,Manga,,,Publishing,"['Boys Love', 'Comedy', 'Drama', 'Romance', 'Erotica']",7.89,,"['Monchi, Kaori']",Dear+
Self Portrait,1947,Manga,8,1,Finished,['Boys Love'],6.44,13510,"['Itsuki, Kaname']",Craft
Yarashikute Ijiwaru.,46974,Manga,6,1,Finished,"['Boys Love', 'Comedy', 'Erotica']",6.65,,"['Aiba, Kyouko']",Asuka Ciel
Yoru to Asa no Uta,90823,Manga,8,1,Finished,"['Boys Love', 'Erotica']",7.14,,['Harada'],Qpa
Yume no Youna Hanashi,26881,Manga,12,2,Finished,"['Boys Love', 'Erotica']",7.09,,"['Kiyoi, Kiriyu']",GUSH
