title,mal_id,type,chapters,volumes,status,genres,score,rank,author,serializations
Chi no Wadachi,104271,Manga,,,Publishing,['Drama'],8.02,656,"['Oshimi, Shuuzou']",Big Comic Superior
Chiyu Mahou no Machigatta Tsukaikata: Senjou wo Kakeru Kaifuku Youin,106810,Manga,,,Publishing,"['Action', 'Fantasy']",7.36,3611,"['Kugayama, Reki', 'Kurokata']",Comp Ace
Choujin X,131403,Manga,,,Publishing,"['Action', 'Supernatural']",7.13,5943,"['Ishida, Sui']",Tonari no Young Jump
Dandadan,135496,Manga,,,Publishing,"['Action', 'Comedy', 'Sci-Fi', 'Supernatural']",8.16,436,"['Tatsu, Yukinobu']",Shounen Jump+
Dead Tube,78943,Manga,,,Publishing,['Erotica'],6.69,,"['Kitakawa, Touta', 'Yamaguchi, Mikoto']",Champion RED
Deatte 5-byou de Battle,102690,Manga,,,Publishing,"['Action', 'Supernatural']",7.32,3999,"['Kashiwa, Miyako', 'Harawata, Saizou']",Ura Sunday
Dokuzakura,122355,Manga,33,5,Finished,"['Drama', 'Supernatural', 'Suspense', 'Ecchi']",6.51,12965,"['MITA', 'Yamamoto, Yamii']",MangaONE
"Dorei Tensei: Sono Dorei, Saikyou no Moto Ouji ni Tsuki",130626,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy']",6.88,9061,"['Karayumi', 'Haraguchi, Fuuta']",Magazine pocket
Dosanko Gal wa Namara Menkoi,121597,Manga,,,Publishing,['Comedy'],7.12,6117,"['Ikada, Kai']",Shounen Jump+
"Fukushuu wo Koinegau Saikyou Yuusha wa, Yami no Chikara de Senmetsu Musou suru",118026,Manga,,,Publishing,"['Action', 'Drama', 'Fantasy']",6.83,9678,"['Sakamoto, Akira', 'Ononata, Manimani']",Suiyoubi wa Mattari Dash X Comic
Fumetsu no Anata e,102343,Manga,,,Publishing,"['Adventure', 'Award Winning', 'Drama', 'Supernatural']",8.4,183,"['Ooima, Yoshitoki']",Shounen Magazine (Weekly)
Fushi no Sougishi,124020,Manga,,,Publishing,"['Action', 'Drama', 'Romance']",6.7,11102,"['Kiyomiya, Kousuke']",Ganma!
Fushigi Neko no Kyuu-chan,112694,Manga,,,Publishing,"['Comedy', 'Slice of Life']",8.19,400,"['Nitori, Sasami']",twi4
Gajuu,131623,Manga,51,6,Finished,"['Action', 'Horror']",6.37,13936,"['Koike, Nokuto']",Comic Days
Gleipnir,93519,Manga,,,Publishing,"['Action', 'Mystery', 'Supernatural']",7.07,6756,"['Takeda, Sun']",Young Magazine the 3rd
Gokushufudou,112922,Manga,,,Publishing,"['Comedy', 'Romance', 'Slice of Life']",8.2,382,"['Oono, Kousuke']",Kurage Bunch
Grand Blue,70345,Manga,,,Publishing,"['Comedy', 'Slice of Life']",9.04,9,"['Inoue, Kenji', 'Yoshioka, Kimitake']",good! Afternoon
Guren 5,57399,Manga,14,3,Finished,['Action'],6.55,12628,"['Kodaka, Kazutaka', 'Shinoda, Riku']",Comic Gene
Hajime no Ippo,7,Manga,,,Publishing,"['Award Winning', 'Sports']",8.68,57,"['Morikawa, George']",Shounen Magazine (Weekly)
Henjo: Hen na Joshikousei Amaguri Senko,87466,Manga,,,Publishing,"['Comedy', 'Romance', 'Ecchi']",7.11,6162,"['Konogi, Yoshiru']",Young Animal
Hidarite no Tame no Nijuusou,129258,Manga,,,Publishing,"['Drama', 'Supernatural']",7.05,6928,"['Matsuoka, Kenta']",Shounen Magazine Edge
Hiraeth wa Tabiji no Hate,131498,Manga,,,Publishing,"['Adventure', 'Supernatural']",7.35,3680,"['Kamatani, Yuhki']",Morning Two
"Ijimeru Aitsu ga Warui no ka, Ijimerareta Boku ga Warui no ka?",127244,Manga,,,Publishing,['Drama'],7.21,5048,"['Hioka, Yen', 'Kimizuka, Chikara']",Gangan Online
"Ijiranaide, Nagatoro-san",110737,Manga,,,Publishing,"['Comedy', 'Slice of Life']",7.7,1501,['774'],Magazine pocket
Inu to Kuzu,138015,Manga,,,Publishing,"['Drama', 'Romance']",7.19,5252,"['Asaga, Iori']",Young Magazine (Weekly)
Ippo,56307,Manga,30,5,Finished,"['Drama', 'Slice of Life']",7.31,4067,['est em'],Jump X
"Isekai no Hime to no Koi Bakuchi ni, Jinrui no Sonbou ga Kakattemasu",140554,Manga,,,Publishing,"['Comedy', 'Fantasy', 'Romance']",6.93,8452,"['Kamiya, Zuzu', 'Kawamoto, Homura']",Champion RED
Jack Frost,4624,Manhwa,95,11,Finished,"['Action', 'Comedy', 'Horror', 'Supernatural']",7.01,7493,"['Go, Jin-Ho']",Booking
Jagaaaaaan,104314,Manga,163,14,Finished,"['Drama', 'Horror', 'Mystery', 'Supernatural']",7.54,2309,"['Kaneshiro, Muneyuki', 'Nishida, Kensuke']",Big Comic Spirits
Jigoku Kurayami Hana mo Naki,124243,Manga,,,Publishing,"['Fantasy', 'Horror', 'Mystery']",7.41,3182,"['Michio, Yoru', 'Toudou, Ruka']",Young Ace
JK kara Yarinaosu Silver Plan,125028,Manga,,,Publishing,"['Comedy', 'Drama']",7.36,3580,"['Im, Dal Young', 'Lee, Hye-sung']",Comic Valkyrie
Juujika no Rokunin,125076,Manga,,,Publishing,['Mystery'],7.15,5725,"['Nakatake, Shiryuu']",Magazine pocket
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,90125,Manga,,,Publishing,"['Award Winning', 'Comedy']",8.91,18,"['Akasaka, Aka']",Young Jump
Kaijuu 8-gou,127907,Manga,,,Publishing,"['Action', 'Fantasy', 'Horror', 'Sci-Fi']",7.82,1095,"['Matsumoto, Naoya']",Shounen Jump+
Kaijuu Jieitai,136124,Manga,,,Publishing,['Action'],,29787,"['Inoue, Junya']",Comic Bunch
Kare to Kanojo no Sentaku,126040,Manga,,,Publishing,['Romance'],6.97,7934,"['Ohara, Hiroki']",Comic Newtype
Kawaii dake ja Nai Shikimori-san,118196,Manga,,,Publishing,"['Comedy', 'Romance', 'Slice of Life']",7.82,1087,"['Maki, Keigo']",Magazine pocket
"Kekkon suru tte, Hontou desu ka",125182,Manga,,,Publishing,"['Romance', 'Slice of Life']",7.52,2410,"['Wakaki, Tamiki']",Big Comic Spirits
Kimi ni Koisuru Satsujinki,132463,Manga,,,Publishing,"['Drama', 'Romance', 'Suspense']",6.64,11769,"['Akiyama, Enma']",MangaONE
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,123681,Manga,,,Publishing,"['Comedy', 'Romance']",7.84,1050,"['Nozawa, Yukiko', 'Nakamura, Rikito']",Young Jump
Kobayashi-san Chi no Maid Dragon,80119,Manga,,,Publishing,"['Fantasy', 'Slice of Life']",7.99,708,['Cool-kyou Shinja'],Monthly Action
Koishita node Cast shitemita,124780,Manga,,,Publishing,['Comedy'],7.1,6277,"['Azuma, Tama']",Ganma!
Koko wa Ima kara Rinri desu.,106809,Manga,,,Publishing,['Drama'],8.35,226,"['Amase, Shiori']",Grand Jump Premium
"Komi-san wa, Comyushou desu.",99007,Manga,,,Publishing,"['Award Winning', 'Comedy']",8.27,306,"['Oda, Tomohito']",Shounen Sunday
Kubo-san wa Mob wo Yurusanai,122448,Manga,,,Publishing,"['Comedy', 'Romance']",7.93,817,"['Yukimori, Nene']",Young Jump
Kuchi ga Saketemo Kimi ni wa,128093,Manga,,,Publishing,"['Romance', 'Supernatural']",7.58,2068,"['Kajimoto, Akari']",Shounen Jump+
Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai,136979,Manga,,,Publishing,"['Comedy', 'Romance']",7.43,3055,"['Kuze, Ran']",Shounen Magazine (Weekly)
Last Order,134045,Manga,,,Publishing,"['Action', 'Sci-Fi']",,29467,"['Matsuba, Satoru', 'Hamamatsu, Kasuga']",Comic Days
Lookism,111202,Manhwa,,,Publishing,"['Action', 'Comedy', 'Drama', 'Supernatural']",7.92,838,"['Park, Tae-Jun']",Naver Webtoon
Lv999 no Murabito,106785,Manga,,,Publishing,['Fantasy'],6.95,8245,"['Hoshizuki, Koneko', 'Iwamoto, Kenichi']",Comp Ace
Mairimashita! Iruma-kun,104241,Manga,,,Publishing,"['Comedy', 'Fantasy', 'Supernatural']",8.3,276,"['Nishi, Osamu']",Shounen Champion (Weekly)
Majo ni Sasageru Trick,129431,Manga,31,4,Finished,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",7.14,5835,"['Watanabe, Shizumu']",Shounen Magazine (Weekly)
Mashle,124085,Manga,,,Publishing,"['Action', 'Comedy', 'Supernatural']",7.65,1722,"['Koumoto, Hajime']",Shounen Jump (Weekly)
Mato Seihei no Slave,116880,Manga,,,Publishing,"['Action', 'Fantasy', 'Supernatural', 'Ecchi']",7.55,2272,"['Takemura, Youhei', 'Takahiro']",Shounen Jump+
Mieruko-chan,116790,Manga,,,Publishing,"['Comedy', 'Horror', 'Supernatural']",7.93,834,"['Izumi, Tomoki']",Web Comic Apanta
Migi to Dali,107774,Manga,44,7,Finished,"['Comedy', 'Suspense']",7.34,3813,"['Sano, Nami']",Harta
Mokushiroku no Yonkishi,128691,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy']",7.17,5515,"['Suzuki, Nakaba']",Shounen Magazine (Weekly)
MoMo: The Blood Taker,118494,Manga,96,9,Finished,"['Drama', 'Mystery']",6.9,8734,"['Sugito, Akira']",Young Jump
Munou na Nana,107500,Manga,,,Publishing,"['Supernatural', 'Suspense']",7.41,3184,"['Loose Boy', 'Furuya, Iori']",Shounen Gangan
Mystery to Iu nakare,111229,Manga,,,Publishing,"['Award Winning', 'Mystery']",7.94,797,"['Tamura, Yumi']",Flowers (Monthly)
Narikawari,120473,Manga,72,6,Finished,"['Drama', 'Mystery', 'Supernatural', 'Ecchi']",6.07,14991,"['Ooishi, Hiroto', 'Osada, Tohiki']",Magazine pocket
Nega-kun to Posi-chan,121354,Manga,58,4,Finished,['Comedy'],6.9,8855,"['Morita, Shunpei']",Dra-Dra Sharp#
Nejimaki Kagyuu,43525,Manga,159,16,Finished,"['Action', 'Comedy', 'Ecchi']",7.17,5490,"['Nakayama, Atsushi']",Young Jump
Nicola no Oyururi Makai Kikou,105399,Manga,25,4,Finished,"['Comedy', 'Fantasy', 'Slice of Life']",7.56,2184,"['Miyanaga, Asaya']",Harta
Nige Jouzu no Wakagimi,132845,Manga,,,Publishing,"['Adventure', 'Comedy']",6.4,13784,"['Matsui, Yuusei']",Shounen Jump (Weekly)
Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,125530,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy']",7.04,7099,"['Kawakami, Masaki', 'Fuji, Shinta']",ComicWalker
Ninkyou Tensei: Isekai no Yakuza Hime,123065,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy']",7.53,2374,"['Natsuhara, Takeshi', 'Miyashita, Hiroki']",Sunday Gene-X
Ojisama to Neko,112774,Manga,,,Publishing,['Slice of Life'],8.29,294,"['Sakurai, Umi']",Gangan pixiv
Omniscient Reader,132214,Manhwa,,,Publishing,"['Action', 'Adventure', 'Fantasy']",8.36,216,"['sing N song', 'Sleepy-C']",Naver Webtoon
Oni no Youna Love Comedy,115192,Manga,41,5,Finished,"['Comedy', 'Romance']",6.65,11625,"['Izumi, Katsuki']",Shounen Champion (Weekly)
Owari no Seraph,43661,Manga,,,Publishing,"['Action', 'Drama', 'Supernatural']",7.8,1158,"['Yamamoto, Yamato', 'Kagami, Takaya', 'Furuya, Daisuke']",Jump SQ.
Platinum End,93180,Manga,58,14,Finished,"['Drama', 'Supernatural']",6.81,9865,"['Obata, Takeshi', 'Ohba, Tsugumi']",Jump SQ.
Plunderer,81681,Manga,82,21,Finished,"['Action', 'Fantasy']",7.35,3678,"['Minazuki, Suu']",Shounen Ace
Ponkotsu Fuuki Iin to Skirt-take ga Futekisetsu na JK no Hanashi,119260,Manga,,,Publishing,['Comedy'],7.63,1815,"['Yokota, Takuma']",Shounen Sirius
Radiation House,93561,Manga,,,Publishing,['Drama'],7.64,1798,"['Mori, Taishi', 'Yokomaku, Tomohiro']",Grand Jump
Real Account,65685,Manga,194,24,Finished,"['Drama', 'Sci-Fi']",7.15,5735,"['Watanabe, Shizumu', 'Okushou']",Bessatsu Shounen Magazine
Rebuild World,122147,Manga,,,Publishing,"['Action', 'Sci-Fi']",7.76,1297,"['Ayamura, Kirihito', 'Nafuse']",Dengeki Maoh
Saihate no Paladin,109339,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy']",7.84,1048,"['Okuhashi, Mutsumi', 'Yanagino, Kanata']",Comic Gardo
Samayoeru Tenseisha-tachi no Revival Game,120464,Manga,26,4,Finished,"['Adventure', 'Fantasy', 'Ecchi']",6.62,12005,"['Saitou, Kenji', 'Hino, Haruto']",Dragon Age
Sankarea,18597,Manga,59,11,Finished,"['Comedy', 'Horror', 'Romance', 'Supernatural', 'Ecchi']",7.69,1548,"['Hattori, Mitsuru']",Bessatsu Shounen Magazine
"Seibetsu ""Mona Lisa"" no Kimi e.",114381,Manga,,,Publishing,"['Drama', 'Romance']",7.33,3832,"['Yoshimura, Tsumuji']",Gangan Online
Senryuu Shoujo,105430,Manga,185,13,Finished,"['Comedy', 'Slice of Life']",8.06,597,"['Igarashi, Masakuni']",Shounen Magazine (Weekly)
Shinigami Bocchan to Kuro Maid,110029,Manga,,,Publishing,"['Comedy', 'Drama']",7.81,1141,"['Inoue, Koharu']",Sunday Webry
Shinu hodo Kimi no Shojo ga Hoshii,129815,Manga,63,7,Finished,"['Drama', 'Romance']",7.27,4514,['Tearontaron'],Magazine pocket
Shoujo Manga Shujinkou x Rival-san,125870,Manga,47,4,Finished,"['Comedy', 'Girls Love']",7.18,5347,['Kuu'],Gangan Joker
Shounen no Abyss,126699,Manga,,,Publishing,['Drama'],7.48,2688,"['Minenami, Ryou']",Young Jump
Shuumatsu no Walküre,110485,Manga,,,Publishing,"['Action', 'Drama', 'Supernatural']",8.19,399,"['Fukui, Takumi', 'Umemura, Shinya', 'Ajichika']",Comic Zenon
Shy,121197,Manga,,,Publishing,"['Action', 'Drama']",7.18,5395,"['Miki, Bukimi']",Shounen Champion (Weekly)
Smokin' Parade,91731,Manga,49,10,Finished,"['Drama', 'Supernatural']",7.17,5445,"['Kondou, Kazuma', 'Kataoka, Jinsei']",Shounen Ace
Solo Leveling,121496,Manhwa,,,Finished,"['Action', 'Adventure', 'Fantasy']",8.74,43,"['Chugong', 'Jang, Sung-rak']",Kakao
Sono Bisque Doll wa Koi wo Suru,112268,Manga,,,Publishing,['Slice of Life'],8.09,539,"['Fukuda, Shinichi']",Young Gangan
Spy x Family,119161,Manga,,,Publishing,"['Action', 'Comedy']",8.65,64,"['Endou, Tatsuya']",Shounen Jump+
Subete no Jinrui wo Hakai suru. Sorera wa Saisei Dekinai.,116539,Manga,,,Publishing,[],8.08,557,"['Yokota, Takuma', 'Ise, Katsura']",Shounen Ace
Sun-Ken Rock,8848,Manga,181,25,Finished,"['Action', 'Comedy', 'Drama', 'Ecchi']",7.97,742,['Boichi'],Young King
Survival: Shounen S no Kiroku,89413,Manga,96,5,Finished,['Drama'],6.92,8623,"['Saitou, Takao', 'Miyagawa, Akira']",Manga Box
Sword Art Online: Progressive,43921,Light Novel,,,Publishing,"['Action', 'Adventure', 'Fantasy', 'Romance']",8.28,303,"['BUNBUN', 'Kawahara, Reki']",Dengeki Bunko Magazine
Taimashi to Akuma-chan,112352,Manga,60,4,Finished,['Fantasy'],7.47,2709,"['Tonami, Shou']",Dengeki Daioh
Tajuu Jinkaku Tantei Psycho,740,Manga,155,24,Finished,['Mystery'],7.74,1360,"['Tajima, Shouu', 'Otsuka, Eiji']",Young Ace
Tantei no Tantei,106199,Manga,22,2,Finished,"['Action', 'Drama', 'Mystery']",6.65,11674,"['Kiyohara, Hiro', 'Matsuoka, Keisuke']",Young Magazine (Weekly)
The Boxer,141120,Manhwa,,,Publishing,"['Action', 'Drama', 'Sports']",8.35,224,"['Jeong, Ji-Hoon']",Naver Webtoon
Tomodachi Game,62795,Manga,,,Publishing,[],8.23,351,"['Yamaguchi, Mikoto', 'Satou, Yuuki']",Bessatsu Shounen Magazine
Tonikaku Kawaii,112589,Manga,,,Publishing,"['Comedy', 'Romance']",8.25,335,"['Hata, Kenjirou']",Shounen Sunday
Toshiue Elite Onna Kishi ga Boku no Mae de dake Kawaii,123094,Manga,,,Publishing,"['Comedy', 'Fantasy', 'Romance']",7.05,7005,"['Takata', 'Yoshino, Sousuke']",Young Ace UP
Tougen Anki,127436,Manga,,,Publishing,"['Action', 'Fantasy', 'Supernatural']",7.18,5400,"['Urushibara, Yura']",Shounen Champion (Weekly)
Trillion Game,132071,Manga,,,Publishing,['Drama'],7.52,2466,"['Inagaki, Riichiro', 'Ikegami, Ryoichi']",Big Comic Superior
True Beauty,130538,Manhwa,,,Publishing,"['Comedy', 'Drama', 'Romance']",6.55,12590,['Yaongyi'],Naver Webtoon
Urasekai Picnic,110766,Manga,,,Publishing,"['Action', 'Fantasy', 'Mystery']",7.65,1713,"['Mizuno, Eita', 'Miyazawa, Iori']",Shounen Gangan
Usotsuki Satsuki wa Shi ga Mieru,132078,Manga,,,Publishing,"['Horror', 'Supernatural']",7.58,2067,['Ryouko'],MangaONE
Viral Hit,139164,Manhwa,,,Publishing,['Action'],8.08,560,"['Kim, Jung-Hyun', 'Park, Tae-Jun']",Naver Webtoon
White Blood,131843,Manhwa,,,Finished,"['Action', 'Romance', 'Supernatural']",7.96,750,"['Im, Lina']",Naver Webtoon
Wondance,127120,Manga,,,Publishing,"['Romance', 'Sports']",7.9,883,['Coffee'],Afternoon
Yakuza no Oooyabun ga Youjo ni Umarekawatta Hanashi,121857,Manga,,,Publishing,['Comedy'],6.73,10807,['Ameno'],Gangan pixiv
Yakyuu de Sensou suru Isekai de Chou Koukou-kyuu Ace ga Jakushou Kokka wo Sukuu you desu.,132636,Manga,,,Publishing,"['Fantasy', 'Sports']",6.79,10134,"['Misora, Riku', 'Nishida, Takuya']",Suiyoubi no Sirius
Yankee wa Isekai de Seirei ni Aisaremasu.,105366,Manga,42,5,Finished,"['Action', 'Comedy', 'Fantasy']",6.58,12377,"['Sasaki, Akane', 'Kuroi, Heiho']",AlphaPolis Web Manga
Yankee-kun to Hakujou Girl,118712,Manga,,,Publishing,"['Comedy', 'Romance']",7.62,1883,"['Kodama, Jun']",Niconico Seiga
Yoru ni Naru to Boku wa,114551,Manga,34,4,Finished,"['Action', 'Drama', 'Supernatural']",7.06,6892,"['Masuko, Yuu', 'Ninomae, Kakeru']",Shounen Magazine (Weekly)
Yozakura-san Chi no Daisakusen,121426,Manga,,,Publishing,"['Action', 'Comedy', 'Romance']",7.61,1938,"['Gondaira, Hitsuji']",Shounen Jump (Weekly)
Yuusha ga Shinda!: Murabito no Ore ga Hotta Otoshiana ni Yuusha ga Ochita Kekka.,85941,Manga,202,20,Finished,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Ecchi']",7.48,2659,['Subaruichi'],MangaONE
Akarui Kioku Soushitsu,103162,Manga,67,6,Finished,"['Comedy', 'Girls Love']",7.53,2343,"['Oku, Tamamushi']",Comic Cune
Ansatsu Kyoushitsu,39883,Manga,187,21,Finished,"['Action', 'Comedy']",8.28,302,"['Matsui, Yuusei']",Shounen Jump (Weekly)
Barakamon,17051,Manga,135,18,Finished,"['Comedy', 'Slice of Life']",8.44,155,"['Yoshino, Satsuki']",Gangan Online
Bleach: Gokui Meimei-hen,139152,One-shot,1,,Finished,"['Action', 'Supernatural']",7.86,1003,"['Kubo, Tite']",Shounen Jump (Weekly)
Blood Lad,21614,Manga,85,17,Finished,"['Action', 'Comedy', 'Supernatural']",7.6,1976,"['Kodama, Yuuki']",Young Ace
Boku Girl,63781,Manga,107,11,Finished,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.45,2850,"['Sugito, Akira']",Young Jump
"Boku no Namae wa ""Shounen A""",110619,Manga,32,4,Finished,['Drama'],6.61,11824,"['Hioka, Yen', 'Kimizuka, Chikara']",Gangan Online
Bokura no Sentaku,110360,Manga,16,3,Finished,"['Action', 'Supernatural']",6.52,12894,"['Sazanami, Misa']",Comic Gene
Chikyuu no Houkago,71363,Manga,36,6,Finished,"['Mystery', 'Sci-Fi', 'Slice of Life', 'Ecchi']",7.22,4928,"['Yoshitomi, Akihito']",Champion RED
Cinderella wa Sagasanai.,127775,Manga,,,Publishing,"['Comedy', 'Drama', 'Romance']",7.21,5037,"['Kuro', 'Tendou, Gen']",Magazine pocket
Danganronpa Gaiden: Killer Killer,97327,Manga,14,3,Finished,['Mystery'],6.9,8736,"['Kodaka, Kazutaka', 'Sasako, Mitomo']",Bessatsu Shounen Magazine
Deadman Wonderland,3986,Manga,58,13,Finished,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Supernatural']",7.99,708,"['Kondou, Kazuma', 'Kataoka, Jinsei']",Shounen Ace
Death Note,21,Manga,108,12,Finished,"['Supernatural', 'Suspense']",8.71,49,"['Obata, Takeshi', 'Ohba, Tsugumi']",Shounen Jump (Weekly)
Dekisokonai no Himegimi-tachi,114788,Manga,40,6,Finished,"['Drama', 'Girls Love']",7.44,2975,['Ajiichi'],Manga Life STORIA Dash
Fuuka,67019,Manga,204,20,Finished,"['Drama', 'Romance', 'Ecchi']",7.44,2961,"['Seo, Kouji']",Shounen Magazine (Weekly)
